"id","org_id","url","type","species","breed_primary","breed_secondary","breed_mixed","breed_unknown","color_primary","color_secondary","color_tertiary","age","sex","size","coat","fixed","house_trained","declawed","special_needs","shots_current","env_children","env_dogs","env_cats","name","description","tags","photo","status","posted","contact_city","contact_state","contact_zip","contact_country","stateQ","accessed"
"45107083","OH177","https://www.petfinder.com/dog/roscoe-neutered-45107083/oh/marietta/humane-society-of-the-ohio-valley-oh177/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Labrador Retriever","Hound",TRUE,"FALSE","White / Cream","Yellow / Tan / Blond / Fawn",NA,"Young","Male","Large","Short",TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,FALSE,"Roscoe (Neutered)","Roscoe (aka Jackie Chan) is a handsome one-year old male Labrador Retriever/Hound mix who was surrendered by his family on...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45107083/1/?bust=1561734420","adoptable","2019-06-28T15:10:09+0000","Marietta","OH","45750","US","WV",2019-06-28
"45106359","OH177","https://www.petfinder.com/dog/june-bug-45106359/oh/marietta/humane-society-of-the-ohio-valley-oh177/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Treeing Walker Coonhound",NA,FALSE,"FALSE","Tricolor (Brown, Black, & White)",NA,NA,"Adult","Female","Large","Short",FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,"June Bug","June Bug is a beautiful 7-year old female Treeing Walker Coonhound who was picked up in Washington County Ohio on...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45106359/4/?bust=1561691765","adoptable","2019-06-28T03:18:05+0000","Marietta","OH","45750","US","WV",2019-06-28
"45106237","OH177","https://www.petfinder.com/dog/lady-godiva-45106237/oh/marietta/humane-society-of-the-ohio-valley-oh177/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Labrador Retriever","Chocolate Labrador Retriever",TRUE,"FALSE","Brown / Chocolate",NA,NA,"Adult","Female","Large","Short",FALSE,FALSE,NA,FALSE,TRUE,NA,NA,NA,"Lady Godiva","Lady Godiva is a beautiful 4-year old female Chocolate Labrador Retriever who was picked up on Janet Road/Colgate Drive in...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45106237/1/?bust=1561688335","adoptable","2019-06-28T02:23:59+0000","Marietta","OH","45750","US","WV",2019-06-28
"45100073","WV28","https://www.petfinder.com/dog/chico-45100073/wv/parkersburg/humane-society-of-parkersburg-wv28/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Chihuahua","Pomeranian",TRUE,"FALSE",NA,NA,NA,"Baby","Male","Small",NA,FALSE,FALSE,NA,FALSE,TRUE,NA,NA,NA,"Chico","Chico was surrendered to the shelter on June 26th through no fault of his own. Chico is two and a...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45100073/1/?bust=1561677401","adoptable","2019-06-27T19:31:37+0000","Parkersburg","WV","26101","US","WV",2019-06-28
"45099539","WV143","https://www.petfinder.com/dog/chewbacca-zero-and-stitch-45099539/wv/fairmont/pet-helpers-inc-wv143/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Mixed Breed",NA,TRUE,"FALSE",NA,NA,NA,"Baby","Male","Small",NA,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,TRUE,"Chewbacca, Zero and Stitch","Please contact Pet (information@pethelpersinc.org) for more information about this pet.&amp;#10;&amp;#10;Hello! Our names are Zero, Stitch and Chewbacca and aren&amp;#39;t we...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45099539/1/?bust=1561677363","adoptable","2019-06-27T19:20:00+0000","Fairmont","WV","26554","US","WV",2019-06-28
"45098964","WV47","https://www.petfinder.com/dog/jack-45098964/wv/fayetteville/fayette-county-animal-control-center-wv47/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Hound",NA,FALSE,"FALSE",NA,NA,NA,"Adult","Male","Large",NA,FALSE,FALSE,NA,FALSE,TRUE,NA,NA,NA,"Jack","Fayette County Animal Control Center&amp;#10;304-574-3682&amp;#10;fcacc@ymail.com","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45098964/1/?bust=1561713327","adoptable","2019-06-27T19:08:27+0000","Fayetteville","WV","25840","US","WV",2019-06-28
"45098965","WV47","https://www.petfinder.com/dog/harvey-45098965/wv/fayetteville/fayette-county-animal-control-center-wv47/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Hound",NA,FALSE,"FALSE",NA,NA,NA,"Young","Male","Large",NA,FALSE,FALSE,NA,FALSE,TRUE,NA,NA,NA,"Harvey","Fayette County Animal Control Center&amp;#10;304-574-3682&amp;#10;fcacc@ymail.com","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45098965/1/?bust=1561713355","adoptable","2019-06-27T19:08:27+0000","Fayetteville","WV","25840","US","WV",2019-06-28
"45098963","WV47","https://www.petfinder.com/dog/dixie-bell-45098963/wv/fayetteville/fayette-county-animal-control-center-wv47/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Beagle",NA,FALSE,"FALSE",NA,NA,NA,"Young","Female","Small",NA,FALSE,FALSE,NA,FALSE,TRUE,NA,NA,NA,"Dixie Bell","Fayette County Animal Control Center&amp;#10;304-574-3682&amp;#10;fcacc@ymail.com","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45098963/1/?bust=1561713348","adoptable","2019-06-27T19:08:26+0000","Fayetteville","WV","25840","US","WV",2019-06-28
"45098350","WV50","https://www.petfinder.com/dog/clyde-45098350/wv/beckley/humane-society-of-raleigh-county-inc-wv50/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Mixed Breed",NA,TRUE,"FALSE",NA,NA,NA,"Adult","Male","Large",NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,"Clyde",NA,"NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45098350/1/?bust=1561673770","adoptable","2019-06-27T18:52:50+0000","Beckley","WV","25802","US","WV",2019-06-28
"45096741","WV63","https://www.petfinder.com/dog/reggie-45096741/wv/new-martinsville/wetzel-county-animal-shelter-wv63/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Black Labrador Retriever","Norwegian Elkhound",TRUE,"FALSE","Black","Gray / Blue / Silver",NA,"Young","Male","Large","Medium",FALSE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,"REGGIE","Reggie is a beauty.  Found along the road as a stray he was brought in by a finder with a...","NA",NA,"adoptable","2019-06-27T15:24:19+0000","New Martinsville","WV","26155","US","WV",2019-06-28
