"id","org_id","url","type","species","breed_primary","breed_secondary","breed_mixed","breed_unknown","color_primary","color_secondary","color_tertiary","age","sex","size","coat","fixed","house_trained","declawed","special_needs","shots_current","env_children","env_dogs","env_cats","name","description","tags","photo","status","posted","contact_city","contact_state","contact_zip","contact_country","stateQ","accessed"
"45107034","AR29","https://www.petfinder.com/dog/miley-45107034/ar/sherwood/sherwood-humane-animal-services-ar29/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Pit Bull Terrier","Mixed Breed",TRUE,"FALSE","Black","White / Cream",NA,"Young","Female","Medium","Short",TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,"Miley","Miley is also known as Smiley Miley because of the smile she came into the Shelter with.  She is a...","Loving|playful","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45107034/1/?bust=1561733250","adoptable","2019-06-28T14:49:54+0000","Sherwood","AR","72116","US","AR",2019-06-28
"45106996","AR29","https://www.petfinder.com/dog/brownie-45106996/ar/sherwood/sherwood-humane-animal-services-ar29/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","German Shepherd Dog","Mixed Breed",TRUE,"FALSE","Tricolor (Brown, Black, & White)",NA,NA,"Young","Female","Medium","Short",TRUE,FALSE,NA,FALSE,FALSE,NA,TRUE,NA,"Brownie","Brownie is approx. a 1 year old spayed female ready for her new forever home.  She is a very sweet...","Loving|playful","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45106996/1/?bust=1561732781","adoptable","2019-06-28T14:42:48+0000","Sherwood","AR","72116","US","AR",2019-06-28
"45106961","AR29","https://www.petfinder.com/dog/kizer-45106961/ar/sherwood/sherwood-humane-animal-services-ar29/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Black Labrador Retriever","Mixed Breed",TRUE,"FALSE","Bicolor",NA,NA,"Adult","Male","Large","Short",TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,"Kizer","Kizer is 8 years old...he was relinquished by his owner because they had a baby.  He would do well in...","Loving","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45106961/2/?bust=1561731993","adoptable","2019-06-28T14:36:02+0000","Sherwood","AR","72116","US","AR",2019-06-28
"45106892","AR29","https://www.petfinder.com/dog/chris-crinkle-45106892/ar/sherwood/sherwood-humane-animal-services-ar29/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Anatolian Shepherd",NA,TRUE,"FALSE","Tricolor (Brown, Black, & White)",NA,NA,"Adult","Male","Large","Medium",FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,"Chris Crinkle","Chris Crinkle got his name because when he smiles his nose crinkles up.  He just became available for adoption yesterday...","Loving|playful","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45106892/1/?bust=1561730793","adoptable","2019-06-28T14:15:07+0000","Sherwood","AR","72116","US","AR",2019-06-28
"45105126","AR45","https://www.petfinder.com/dog/kimmie-45105126/ar/mena/humane-society-of-the-ouachitas-ar45/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Black Labrador Retriever","Terrier",TRUE,"FALSE",NA,NA,NA,"Young","Female","Small",NA,FALSE,FALSE,NA,FALSE,TRUE,NA,NA,NA,"Kimmie","&amp;#10;******&amp;#10;All animals at HSO are current on their vaccinations and will be spayed/neutered prior to adoption. If not already spayed/neutered,...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45105126/1/?bust=1561688567","adoptable","2019-06-27T21:27:19+0000","Mena","AR","71953","US","AR",2019-06-28
"45105125","AR45","https://www.petfinder.com/dog/bernard-45105125/ar/mena/humane-society-of-the-ouachitas-ar45/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Shepherd",NA,FALSE,"FALSE",NA,NA,NA,"Young","Male","Medium",NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,"Bernard","&amp;#10;******&amp;#10;All animals at HSO are current on their vaccinations and will be spayed/neutered prior to adoption. If not already spayed/neutered,...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45105125/1/?bust=1561688563","adoptable","2019-06-27T21:27:19+0000","Mena","AR","71953","US","AR",2019-06-28
"45105127","AR45","https://www.petfinder.com/dog/nando-45105127/ar/mena/humane-society-of-the-ouachitas-ar45/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Chocolate Labrador Retriever",NA,FALSE,"FALSE",NA,NA,NA,"Young","Male","Large",NA,FALSE,FALSE,NA,FALSE,TRUE,NA,NA,NA,"Nando","&amp;#10;******&amp;#10;All animals at HSO are current on their vaccinations and will be spayed/neutered prior to adoption. If not already spayed/neutered,...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45105127/1/?bust=1561688570","adoptable","2019-06-27T21:27:19+0000","Mena","AR","71953","US","AR",2019-06-28
"45104293","AR99","https://www.petfinder.com/dog/harvey-45104293/ar/bauxite/humane-society-of-saline-county-ar99/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Hound",NA,FALSE,"FALSE",NA,NA,NA,"Baby","Male","Medium",NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,"Harvey","...We would love for you to come visit our animals. We are open Wednesday-Saturday, noon-4pm.","NA",NA,"adoptable","2019-06-27T21:13:48+0000","Bauxite","AR","72011","US","AR",2019-06-28
"45101796","AR48","https://www.petfinder.com/dog/daisy-45101796/ar/bryant/bryant-animal-control-and-adoption-center-ar48/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Pit Bull Terrier",NA,FALSE,"FALSE",NA,NA,NA,"Young","Female","Large",NA,TRUE,FALSE,NA,FALSE,TRUE,NA,NA,NA,"Daisy","Thank you for considering me for adoption! Our adoption fee&#039;s include: spay/neuter, vaccinations, including Rabies, de-worming, flea/tick preventative, HW or...","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45101796/1/?bust=1561684320","adoptable","2019-06-27T20:10:20+0000","Bryant","AR","72022","US","AR",2019-06-28
"45098571","AR35","https://www.petfinder.com/dog/web-45098571/ar/forrest-city/forrest-city-area-humane-society-ar35/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669","Dog","Dog","Labrador Retriever",NA,TRUE,"FALSE",NA,NA,NA,"Young","Male","Small",NA,FALSE,FALSE,NA,FALSE,TRUE,NA,NA,NA,"Web","Web was abandoned at the shelter. He is playful and friendly. This cutie will make a perfect pet or companion....","NA","https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45098571/1/?bust=1561698218","adoptable","2019-06-27T18:58:36+0000","Forrest City","AR","72335","US","AR",2019-06-28
